name,source,externalid,url,definition,reaction,control,cids,protacxns,geneids,taxid,taxname,ecs,pmids,cidsreactant,cidsproduct
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"4-(2'-carboxyphenyl)-4-oxobutyryl-CoA ⟶ 1,4-dihydroxy-2-naphthoate + CoA-SH","4-(2'-carboxyphenyl)-4-oxobutyryl-CoA ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/671'>1,4-dihydroxy-2-naphthoate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/87642'>CoA-SH</a>",activated by CHLRE_02g114250v5,671|87642,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,671|87642
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,PYR + glyceraldehyde 3-phosphate ⟶ 1-deoxy-D-xylulose 5-phosphate + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1060'>PYR</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443201'>1-deoxy-D-xylulose 5-phosphate</a>,activated by CHLRE_07g356350v5,1060|280|443201|729,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1060|729,280|443201
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Oxygen + PDXP ⟶ H2O2 + PXLP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1055'>PDXP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1051'>PXLP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/784'>H2O2</a>,activated by pyridoxal 5'-phosphate synthase,1051|1055|784|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1055|977,1051|784
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + PXA ⟶ ADP + PXAP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1052'>PXA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1053'>PXAP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_03g173800v5,1052|1053|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1052|5957,1053|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + Oxygen + PXAP ⟶ H2O2 + PXLP + ammonia,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1053'>PXAP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1051'>PXLP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/222'>ammonia</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/784'>H2O2</a>,activated by pyridoxal 5'-phosphate synthase,1051|1053|222|784|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1053|962|977,1051|222|784
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + PXL ⟶ ADP + PXLP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1050'>PXL</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1051'>PXLP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_03g173800v5,1050|1051|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1050|5957,1051|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,dihydroneopterin ⟶ 6-hydroxymethyl-dihydropterin + glycolaldehyde,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398602'>dihydroneopterin</a> ⟶ 6-hydroxymethyl-dihydropterin + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/756'>glycolaldehyde</a>,activated by CHLRE_02g097450v5,135398602|756,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398602,756
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"6-hydroxymethyl-dihydropterin + ATP ⟶ 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + AMP","6-hydroxymethyl-dihydropterin + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398612'>2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6083'>AMP</a>",activated by CHLRE_10g428550v5,135398612|5957|6083,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957,135398612|6083
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + ABENZ ⟶ 7,8-dihydropteroate + PPi","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398612'>2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/978'>ABENZ</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398662'>7,8-dihydropteroate</a>",activated by dihydropteroate synthase,1023|135398612|135398662|978,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398612|978,1023|135398662
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DHF + H+ + TPNH ⟶ THF + TPN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398604'>DHF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398650'>THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a>,activated by CHLRE_17g715900v5,1038|135398604|135398650|5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|135398604|5884,135398650|5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + H2O + L-Met ⟶ PPi + Pi + SAM,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6992087'>L-Met</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/34756'>SAM</a>,activated by CHLRE_06g250200v5,1023|1061|34756|5957|6992087|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957|6992087|962,1023|1061|34756
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,10-formyl-THF + GAR ⟶ N-Formyl-GAR + THF,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398556'>10-formyl-THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5459918'>GAR</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398650'>THF</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/16048611'>N-Formyl-GAR</a>,activated by CHLRE_12g550700v5,135398556|135398650|16048611|5459918,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398556|5459918,135398650|16048611
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H+ + O2.- ⟶ H2O2 + Oxygen,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5359597'>O2.-</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/784'>H2O2</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a>,activated by CHLRE_13g605150v5,1038|5359597|784|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5359597,784|977
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,indole-3-pyruvate ⟶ carbon dioxide + indole acetaldehyde,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/803'>indole-3-pyruvate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/800'>indole acetaldehyde</a>,activated by CHLRE_03g165700v5,280|800|803,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,803,280|800
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Trp ⟶ carbon dioxide + tryptamine,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/6923516'>L-Trp</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1150'>tryptamine</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a>,activated by CHLRE_01g028423v5,1150|280|6923516,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,6923516,1150|280
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + indole-3-acetyl-ala ⟶ IAA + L-Ala,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/644225'>indole-3-acetyl-ala</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7311724'>L-Ala</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/802'>IAA</a>,activated by Homologues of IAA-amino acid hydrolase ILR1-like 7,644225|7311724|802|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,644225|962,7311724|802
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + indole-3-acetyl-leu ⟶ IAA + L-Leu,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/688142'>indole-3-acetyl-leu</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7045798'>L-Leu</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/802'>IAA</a>,activated by Homologues of IAA-amino acid hydrolase ILR1-like 7,688142|7045798|802|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,688142|962,7045798|802
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,(22S)-22-hydroxycampest-4-en-3-one + H+ + TPNH ⟶ (22alpha)-hydroxy-5alpha-campestan-3-one + TPN,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/15341631'>(22S)-22-hydroxycampest-4-en-3-one</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/46878488'>(22alpha)-hydroxy-5alpha-campestan-3-one</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a>,activated by CHLRE_14g615050v5,1038|15341631|46878488|5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|15341631|5884,46878488|5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + PC ⟶ 1-acylglycerophosphocholine + ALA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + PC ⟶ 1-acylglycerophosphocholine + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280934'>ALA</a>,activated by CHLRE_02g095000v5,5280934|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,962,5280934
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A12 ⟶ SUCCA + carbon dioxide + gibberellin A15,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443450'>gibberellin A12</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443453'>gibberellin A15</a>,activated by CHLRE_10g466700v5,160419|164533|280|443450|443453|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443450|977,160419|280|443453
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A15 ⟶ H2O + SUCCA + carbon dioxide + gibberellin A24,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443453'>gibberellin A15</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443454'>gibberellin A24</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,activated by CHLRE_10g466700v5,160419|164533|280|443453|443454|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443453|977,160419|280|443454|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,5'-methylthioadenosine + H2O ⟶ 5-methylthioribose + Ade,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439176'>5'-methylthioadenosine</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/190'>Ade</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6419710'>5-methylthioribose</a>,activated by CHLRE_03g162550v5,190|439176|6419710|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439176|962,190|6419710
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A24 ⟶ SUCCA + carbon dioxide + gibberellin A9,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443454'>gibberellin A24</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281984'>gibberellin A9</a>,activated by CHLRE_10g466700v5,160419|164533|280|443454|5281984|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443454|977,160419|280|5281984
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A24 ⟶ SUCCA + carbon dioxide + gibberellin A25,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443454'>gibberellin A24</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/14464358'>gibberellin A25</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a>,activated by CHLRE_10g466700v5,14464358|160419|164533|280|443454|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443454|977,14464358|160419|280
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A14 ⟶ SUCCA + carbon dioxide + gibberellin A37,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443451'>gibberellin A14</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/14605568'>gibberellin A37</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a>,activated by CHLRE_10g466700v5,14605568|160419|164533|280|443451|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443451|977,14605568|160419|280
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A37 ⟶ H2O + SUCCA + carbon dioxide + gibberellin A36,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/14605568'>gibberellin A37</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443455'>gibberellin A36</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,activated by CHLRE_10g466700v5,14605568|160419|164533|280|443455|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,14605568|164533|977,160419|280|443455|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A36 ⟶ SUCCA + carbon dioxide + gibberellin A4,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443455'>gibberellin A36</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/92109'>gibberellin A4</a>,activated by CHLRE_10g466700v5,160419|164533|280|443455|92109|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|443455|977,160419|280|92109
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A53 ⟶ SUCCA + carbon dioxide + gibberellin A44,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/440914'>gibberellin A53</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460372'>gibberellin A44</a>,activated by CHLRE_10g466700v5,160419|164533|280|440914|5460372|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|440914|977,160419|280|5460372
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A44 ⟶ SUCCA + carbon dioxide + gibberellin A19,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460372'>gibberellin A44</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460209'>gibberellin A19</a>,activated by CHLRE_10g466700v5,160419|164533|280|5460209|5460372|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|5460372|977,160419|280|5460209
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A19 ⟶ SUCCA + carbon dioxide + gibberellin A20,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460209'>gibberellin A19</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280481'>gibberellin A20</a>,activated by CHLRE_10g466700v5,160419|164533|280|5280481|5460209|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|5460209|977,160419|280|5280481
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + Oxygen + gibberellin A19 ⟶ SUCCA + carbon dioxide + gibberellin A17,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/164533'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460209'>gibberellin A19</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/160419'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460657'>gibberellin A17</a>,activated by CHLRE_10g466700v5,160419|164533|280|5460209|5460657|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,164533|5460209|977,160419|280|5460657
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CHLRE_01g010000v5 + salicylate ⟶ activated MPK6,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/54675850'>salicylate</a> + CHLRE_01g010000v5 ⟶ activated MPK6,NULL,54675850,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,54675850,54675850
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + SAH ⟶ Ade-Rib + LHCYS,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439155'>SAH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/60961'>Ade-Rib</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/91552'>LHCYS</a>,activated by CHLRE_03g204250v5,439155|60961|91552|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439155|962,60961|91552
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Oxygen + hydrogen donor + neurosporene ⟶ H2O + hydrogen acceptor + lycopene,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280789'>neurosporene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + hydrogen donor ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/446925'>lycopene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + hydrogen acceptor,activated by CHLRE_07g314150v5,446925|5280789|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280789|977,446925|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,delta-carotene ⟶ alpha-carotene,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/6384254'>delta-carotene</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/4369188'>alpha-carotene</a>,activated by CHLRE_08g358538v5,4369188|6384254,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,6384254,4369188
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,lycopene ⟶ gamma-carotene,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/446925'>lycopene</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280791'>gamma-carotene</a>,activated by CHLRE_08g358538v5,446925|5280791,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,446925,5280791
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,gamma-carotene ⟶ beta-carotene,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280791'>gamma-carotene</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280489'>beta-carotene</a>,activated by CHLRE_08g358538v5,5280489|5280791,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280791,5280489
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H+ + NAD(P)H + Oxygen + zeaxanthin ⟶ H2O + NAD(P)+ + antheraxanthin,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280899'>zeaxanthin</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281223'>antheraxanthin</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + NAD(P)+,activated by CHLRE_02g082550v5,1038|5280899|5281223|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5280899|977,5281223|962
